game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,11,16,0:04:45,0:07:15,0:00:02,64,BOS,rebound,,,,,,,,,,Jaylen Brown,,,,,,rebound defensive,,,,,,Brown REBOUND (Off:0 Def:2)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,11,16,0:04:34,0:07:26,0:00:11,65,BOS,shot,,,,,,,,,,Kristaps Porzingis,0,,,missed,,3pt jump shot,25,80,241,33,64.9,MISS Porzingis 25' 3PT Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,11,16,0:04:32,0:07:28,0:00:02,66,BOS,rebound,,,,,,,,,,Sam Hauser,,,,,,rebound offensive,,,,,,Hauser REBOUND (Off:1 Def:0)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,11,16,0:04:23,0:07:37,0:00:09,67,BOS,shot,,,,,,,,,,Jayson Tatum,0,,,missed,,turnaround fadeaway,7,39,60,28.9,83,MISS Tatum 7' Turnaround Fadeaway Shot
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,11,16,0:04:21,0:07:39,0:00:02,68,DAL,rebound,,,,,,,,,,Luka Doncic,,,,,,rebound defensive,,,,,,Doncic REBOUND (Off:0 Def:2)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,13,16,0:03:57,0:08:03,0:00:24,69,DAL,shot,Kyrie Irving,,,,,,,,,Dereck Lively II,2,,,made,,dunk,1,-5,3,25.5,5.3,Lively II 1' Alley Oop Dunk (2 PTS) (Irving 1 AST)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,P.J. Washington,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,13,16,0:03:56,0:08:04,0:00:01,70,BOS,timeout,,,,,,,,,,,,,,,,timeout: regular,,,,,,CELTICS Timeout: Regular (Full 1 Short 0)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,13,16,0:03:56,0:08:04,0:00:00,71,DAL,substitution,,,,,Maxi Kleber,P.J. Washington,,,,P.J. Washington,,,,,,sub,,,,,,SUB: Kleber FOR Washington
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,13,16,0:03:42,0:08:18,0:00:14,72,BOS,shot,,,,,,,,,,Derrick White,0,,,missed,,3pt pullup jump shot,27,99,248,34.9,64.2,MISS White 27' 3PT Pullup Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,13,16,0:03:40,0:08:20,0:00:02,73,DAL,rebound,,,,,,,,,,Maxi Kleber,,,,,,rebound defensive,,,,,,Kleber REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,16,0:03:23,0:08:37,0:00:17,74,DAL,shot,,,,,,,,,,Luka Doncic,2,,,made,,fadeaway jumper,20,-108,162,35.8,21.2,Doncic 19' Fadeaway Jumper (5 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,16,0:03:07,0:08:53,0:00:16,75,DAL,foul,,,,,,,,Kristaps Porzingis,,Josh Green,,,s.foul,,,shooting,,,,,,Green S.FOUL (P1.T3) (J.Goble)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,16,0:03:07,0:08:53,0:00:00,76,BOS,free throw,,,,,,,1,,2,Kristaps Porzingis,0,,,missed,,free throw 1/2,,,,,,MISS Porzingis Free Throw 1 of 2
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,16,0:03:07,0:08:53,0:00:00,77,BOS,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,CELTICS Rebound
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,16,0:03:07,0:08:53,0:00:00,78,DAL,substitution,,,,,P.J. Washington,Josh Green,,,,Josh Green,,,,,,sub,,,,,,SUB: Washington FOR Green
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,Josh Green,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,17,0:03:07,0:08:53,0:00:00,79,BOS,free throw,,,,,,,2,,2,Kristaps Porzingis,1,,,made,,free throw 2/2,,,,,,Porzingis Free Throw 2 of 2 (1 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,17,0:02:53,0:09:07,0:00:14,80,DAL,shot,,,,,,,,,,Luka Doncic,0,,,missed,,jump shot,17,10,174,24,22.4,MISS Doncic 17' Pullup Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,17,0:02:52,0:09:08,0:00:01,81,BOS,rebound,,,,,,,,,,Jaylen Brown,,,,,,rebound defensive,,,,,,Brown REBOUND (Off:0 Def:3)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,17,0:02:39,0:09:21,0:00:13,82,BOS,shot,,,,,,,,,,Derrick White,0,,,missed,,driving floating jump shot,5,50,20,30,87,MISS White 5' Driving Floating Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,17,0:02:38,0:09:22,0:00:01,83,DAL,rebound,,,,,,,,,,Luka Doncic,,,,,,rebound defensive,,,,,,Doncic REBOUND (Off:0 Def:3)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,17,0:02:33,0:09:27,0:00:05,84,DAL,foul,,,,,,,,Derrick White,,Dereck Lively II,,,,,,offensive,,,,,,Lively II OFF.Foul (P1) (J.Goble)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Derrick White,1,15,17,0:02:33,0:09:27,0:00:00,85,DAL,turnover,,,,,,,,,,Dereck Lively II,,,offensive foul turnover,,,offensive foul,,,,,,Lively II Offensive Foul Turnover (P1.T2)
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Kyrie Irving,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,15,17,0:02:33,0:09:27,0:00:00,86,BOS,substitution,,,,,Jrue Holiday,Derrick White,,,,Derrick White,,,,,,sub,,,,,,SUB: Holiday FOR White
42300405,NBA 2024 Playoffs,6/17/24,Dereck Lively II,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,15,17,0:02:33,0:09:27,0:00:00,87,DAL,substitution,,,,,Dante Exum,Kyrie Irving,,,,Kyrie Irving,,,,,,sub,,,,,,SUB: Exum FOR Irving
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,15,17,0:02:33,0:09:27,0:00:00,88,DAL,substitution,,,,,Josh Green,Dereck Lively II,,,,Dereck Lively II,,,,,,sub,,,,,,SUB: Green FOR Lively II
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,15,17,0:02:22,0:09:38,0:00:11,89,BOS,shot,,,,,,,,,,Jaylen Brown,0,,,missed,,3pt pullup jump shot,26,-165,204,8.5,68.6,MISS Brown 26' 3PT Pullup Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,15,17,0:02:20,0:09:40,0:00:02,90,BOS,rebound,,,,,,,,,,Jrue Holiday,,,,,,rebound offensive,,,,,,Holiday REBOUND (Off:1 Def:0)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,15,19,0:02:12,0:09:48,0:00:08,91,BOS,shot,,,,,,,,,,Jayson Tatum,2,,,made,,layup,0,-1,5,24.9,88.5,Tatum 1' Driving Finger Roll Layup (2 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,19,0:01:55,0:10:05,0:00:17,92,DAL,shot,,,,,,,,,,Dante Exum,3,,,made,,3pt pullup jump shot,27,113,241,13.7,29.1,Exum 27' 3PT Pullup Jump Shot (3 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,21,0:01:39,0:10:21,0:00:16,93,BOS,shot,Jrue Holiday,,,,,,,,,Jaylen Brown,2,,,made,,cutting dunk shot,2,-1,15,24.9,87.5,Brown 2' Cutting Dunk Shot (4 PTS) (Holiday 1 AST)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,21,0:01:13,0:10:47,0:00:26,94,DAL,shot,,,,,,,,,,Maxi Kleber,0,,,missed,,3pt jump shot,28,-150,237,40,28.7,MISS Kleber 28' 3PT Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,21,0:01:12,0:10:48,0:00:01,95,BOS,rebound,,,,,,,,,,Jrue Holiday,,,,,,rebound defensive,,,,,,Holiday REBOUND (Off:1 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,24,0:01:04,0:10:56,0:00:08,96,BOS,shot,Jrue Holiday,,,,,,,,,Sam Hauser,3,,,made,,3pt jump shot,27,184,196,43.4,69.4,Hauser 27' 3PT Jump Shot (3 PTS) (Holiday 2 AST)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,24,0:00:54,0:11:06,0:00:10,97,DAL,turnover,,,,,,,,,,Luka Doncic,,,bad pass,,Sam Hauser,bad pass,,,,,,Hauser STEAL (1 STL): Doncic Bad Pass Turnover (P2.T3)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,26,0:00:49,0:11:11,0:00:05,98,BOS,shot,Jayson Tatum,,,,,,,,,Jaylen Brown,2,,,made,,layup,2,7,13,25.7,87.7,Brown 1' Running Reverse Layup (6 PTS) (Tatum 4 AST)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,26,0:00:41,0:11:19,0:00:08,99,DAL,turnover,,,,,,,,,,P.J. Washington,,,,,Jayson Tatum,lost ball,,,,,,Tatum STEAL (1 STL): Washington Lost Ball Turnover (P1.T4)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,28,0:00:38,0:11:22,0:00:03,100,BOS,shot,,,,,,,,,,Jayson Tatum,2,,,made,,layup,2,6,18,25.6,87.2,Tatum 2' Running Layup (4 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,28,0:00:28,0:11:32,0:00:10,101,DAL,shot,,,,,,,,,,Maxi Kleber,0,,,missed,,3pt jump shot,31,94,295,15.6,34.5,MISS Kleber 31' 3PT Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,28,0:00:26,0:11:34,0:00:02,102,BOS,rebound,,,,,,,,,,Jaylen Brown,,,,,,rebound defensive,,,,,,Brown REBOUND (Off:0 Def:4)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,28,0:00:05,0:11:55,0:00:21,103,BOS,shot,,,,,,,,,,Jayson Tatum,0,,,missed,,3pt step back jump shot,27,-140,232,11,65.8,MISS Tatum 27' 3PT Step Back Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,28,0:00:03,0:11:57,0:00:02,104,DAL,rebound,,,,,,,,,,P.J. Washington,,,,,,rebound defensive,,,,,,Washington REBOUND (Off:0 Def:3)
42300405,NBA 2024 Playoffs,6/17/24,Josh Green,Luka Doncic,Dante Exum,Maxi Kleber,P.J. Washington,Kristaps Porzingis,Jaylen Brown,Sam Hauser,Jayson Tatum,Jrue Holiday,1,18,28,0:00:00,0:12:00,0:00:03,105,,end of period,,,,,,,,,,,,,,,,end of period,,,,,,
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Dante Exum,Dereck Lively II,Sam Hauser,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,18,28,0:12:00,0:00:00,0:00:00,106,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Dante Exum,Dereck Lively II,Sam Hauser,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,20,28,0:11:36,0:00:24,0:00:24,107,DAL,shot,Kyrie Irving,,,,,,,,,Derrick Jones Jr.,2,,,made,,driving layup,3,-20,24,27,7.4,Jones Jr. 3' Driving Layup (4 PTS) (Irving 2 AST)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Dante Exum,Dereck Lively II,Sam Hauser,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,20,31,0:11:15,0:00:45,0:00:21,108,BOS,shot,Jayson Tatum,,,,,,,,,Sam Hauser,3,,,made,,3pt jump shot,27,-183,195,6.7,69.5,Hauser 27' 3PT Jump Shot (6 PTS) (Tatum 5 AST)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Dante Exum,Dereck Lively II,Sam Hauser,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,31,0:10:49,0:01:11,0:00:26,109,DAL,shot,,,,,,,,,,Kyrie Irving,2,,,made,,driving floating jump shot,5,31,42,21.9,9.2,Irving 5' Driving Floating Jump Shot (2 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Dante Exum,Dereck Lively II,Sam Hauser,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:10:23,0:01:37,0:00:26,110,BOS,shot,Jayson Tatum,,,,,,,,,Jaylen Brown,3,,,made,,3pt jump shot,23,-233,22,1.7,86.8,Brown 3PT Jump Shot (9 PTS) (Tatum 6 AST)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Dante Exum,Dereck Lively II,Sam Hauser,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:10:11,0:01:49,0:00:12,111,DAL,shot,,,,,,,,,,Kyrie Irving,0,,,missed,,driving layup,4,-29,30,27.9,8,MISS Irving 4' Driving Layup
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Dante Exum,Dereck Lively II,Sam Hauser,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:10:10,0:01:50,0:00:01,112,BOS,rebound,,,,,,,,,,Al Horford,,,,,,rebound defensive,,,,,,Horford REBOUND (Off:0 Def:3)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Dante Exum,Dereck Lively II,Sam Hauser,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:10:00,0:02:00,0:00:10,113,DAL,foul,,,,,,,,Jaylen Brown,,P.J. Washington,,,p.foul,,,personal,,,,,,Washington P.FOUL (P1.T1) (B.Kennedy)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Dante Exum,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:10:00,0:02:00,0:00:00,114,BOS,substitution,,,,,Kristaps Porzingis,Sam Hauser,,,,Sam Hauser,,,,,,sub,,,,,,SUB: Porzingis FOR Hauser
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:10:00,0:02:00,0:00:00,115,DAL,substitution,,,,,Luka Doncic,Dante Exum,,,,Dante Exum,,,,,,sub,,,,,,SUB: Doncic FOR Exum
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:09:50,0:02:10,0:00:10,116,BOS,shot,,,,,,,,,,Jaylen Brown,0,,,missed,,3pt pullup jump shot,26,44,257,29.4,63.3,MISS Brown 26' 3PT Pullup Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:09:49,0:02:11,0:00:01,117,DAL,rebound,,,,,,,,,,Dereck Lively II,,,,,,rebound defensive,,,,,,Lively II REBOUND (Off:0 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:09:41,0:02:19,0:00:08,118,DAL,shot,,,,,,,,,,P.J. Washington,0,,,missed,,3pt running pull-up jump shot,27,-180,204,43,25.4,MISS Washington 27' 3PT Running Pull-Up Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:09:39,0:02:21,0:00:02,119,DAL,rebound,,,,,,,,,,Dereck Lively II,,,,,,rebound offensive,,,,,,Lively II REBOUND (Off:1 Def:1)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:09:29,0:02:31,0:00:10,120,DAL,shot,,,,,,,,,,Luka Doncic,0,,,missed,,3pt jump shot,26,-237,111,48.7,16.1,MISS Doncic 26' 3PT Jump Shot
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:09:28,0:02:32,0:00:01,121,BOS,rebound,,,,,,,,,,Jayson Tatum,,,,,,rebound defensive,,,,,,Tatum REBOUND (Off:0 Def:4)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,P.J. Washington,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:09:23,0:02:37,0:00:05,122,DAL,foul,,,,,,,,Kristaps Porzingis,,P.J. Washington,,,p.foul,,,personal,,,,,,Washington P.FOUL (P2.T2) (J.Goble)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,Maxi Kleber,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,34,0:09:23,0:02:37,0:00:00,123,DAL,substitution,,,,,Maxi Kleber,P.J. Washington,,,,P.J. Washington,,,,,,sub,,,,,,SUB: Kleber FOR Washington
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,Maxi Kleber,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,22,36,0:09:10,0:02:50,0:00:13,124,BOS,shot,Jayson Tatum,,,,,,,,,Kristaps Porzingis,2,,,made,,jump shot,5,17,44,26.7,84.6,Porzingis 5' Pullup Jump Shot (3 PTS) (Tatum 7 AST)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,Maxi Kleber,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,24,36,0:08:46,0:03:14,0:00:24,125,DAL,shot,Luka Doncic,,,,,,,,,Maxi Kleber,2,,,made,,cutting finger roll layup shot,3,-15,26,26.5,7.6,Kleber 3' Cutting Finger Roll Layup Shot (2 PTS) (Doncic 4 AST)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,Maxi Kleber,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,24,36,0:08:27,0:03:33,0:00:19,126,DAL,foul,,,,,,,,Jayson Tatum,,Kyrie Irving,,,s.foul,,,shooting,,,,,,Irving S.FOUL (P2.T3) (Z.Zarba)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,Maxi Kleber,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,24,37,0:08:27,0:03:33,0:00:00,127,BOS,free throw,,,,,,,1,,2,Jayson Tatum,1,,,made,,free throw 1/2,,,,,,Tatum Free Throw 1 of 2 (5 PTS)
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,Maxi Kleber,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Derrick White,Al Horford,Jrue Holiday,2,24,37,0:08:27,0:03:33,0:00:00,128,BOS,substitution,,,,,Derrick White,Jaylen Brown,,,,Jaylen Brown,,,,,,sub,,,,,,SUB: White FOR Brown
42300405,NBA 2024 Playoffs,6/17/24,Derrick Jones Jr.,Kyrie Irving,Maxi Kleber,Luka Doncic,Dereck Lively II,Kristaps Porzingis,Jayson Tatum,Jaylen Brown,Al Horford,Jrue Holiday,2,24,38,0:08:27,0:03:33,0:00:00,129,BOS,free throw,,,,,,,2,,2,Jayson Tatum,1,,,made,,free throw 2/2,,,,,,Tatum Free Throw 2 of 2 (6 PTS)
